Type_Source,Administration,عدد المناصب,Corps,Grade,Nom du poste,تاريخ النشر,آخر أجل لإيداع الترشيحات,تاريخ الإمتحان,Année
Établissement,Bank Al-Maghrib,1,Non spécifié,Non spécifié,Chargé du contrôle interne- DIL,2025-03-28,2025-04-11,,2025
Établissement,Bank Al-Maghrib,2,Non spécifié,Non spécifié,Gestionnaire projets immobiliers -Ingénieur en génie civil,2025-03-28,2025-04-11,,2025
Établissement,Bank Al-Maghrib,1,Non spécifié,Non spécifié,Gestionnaire projets immobiliers -Ingénieur lots techniques,2025-03-28,2025-04-11,,2025
Établissement,Université Ibn Zohr - Agadir,16,Non spécifié,Non spécifié,Maitres de Conférences au profit de la Faculté de Médecine et de Pharmacie Laâyoune,2025-03-28,2025-04-14,2025-05-15,2025
Établissement,Société Nationales des Transports et de Logistique (SNTL),1,Non spécifié,Non spécifié,Technicien spécialisé en mécanique,2025-03-28,2025-04-11,,2025
Établissement,Société Nationales des Transports et de Logistique (SNTL),1,Non spécifié,Non spécifié,Chargé de production et suivi des ventes,2025-03-28,2025-04-11,,2025
Établissement,Société Nationales des Transports et de Logistique (SNTL),1,Non spécifié,Non spécifié,Conseiller en assurance,2025-03-28,2025-04-11,,2025
Établissement,Université Sidi Mohamed Ben Abdellah -Fès-,15,"Enseignants chercheurs de médecine, de pharmacie et de medécine dentaire",Prof. de l'enseignement supérieur assistant grade A,Non spécifié,2025-03-28,2025-04-14,2025-05-15,2025
Établissement,Agence Régionale d''exécution des projets région de Marrakech Safi,2,Administrateurs,Administrateur 2ème grade,Non spécifié,2025-03-28,2025-04-18,2025-05-10,2025
Établissement,Atlas Multiservices,2,Non spécifié,Non spécifié,Agent informatique,2025-03-28,2025-04-12,,2025
Établissement,Atlas Multiservices,5,Non spécifié,Non spécifié,Agent comptable et financier,2025-03-28,2025-04-12,,2025
Établissement,Université Hassan II - Casablanca,16,Non spécifié,Non spécifié,Concours de recrutement de 16 maîtres de conférences,2025-03-28,2025-04-14,2025-05-15,2025
Établissement,Agence du Bassin Hydraulique du Draa Oued Noun,1,Ingénieurs et architectes,Ingénieur d'Etat 1er grade,Non spécifié,2025-03-29,2025-04-14,2025-04-27,2025
Établissement,Atlas On Line /groupe RAM,20,Non spécifié,Non spécifié,TELECONSEILLER,2025-04-02,,,2025
Établissement,Office National Des Aéroports,1,Non spécifié,Non spécifié,Assistante de Direction,2025-04-02,,,2025
Établissement,Bank Al-Maghrib,2,Non spécifié,Non spécifié,chargé de la surveillance des infrastructures de marchés financiers,2025-04-03,,,2025
Établissement,Bank Al-Maghrib,1,Non spécifié,Non spécifié,Chargé de la réglementation des agréments,2025-04-03,,,2025
Établissement,Bank Al-Maghrib,1,Non spécifié,Non spécifié,CONTROLEUR SUR PLACE (Systèmes et Moyens de Paiement),2025-04-03,,,2025
Établissement,Bank Al-Maghrib,1,Non spécifié,Non spécifié,Chargé de la sécurité des systèmes et moyens de paiement,2025-04-03,,,2025
Établissement,Bank Al-Maghrib,1,Non spécifié,Non spécifié,CHARGÉ DE DÉVELOPPEMENT DES PAIEMENTS,2025-04-03,,,2025
Établissement,Société de développement local Grand Agadir pour la Mobilité et les Déplacement Urbains,2,Non spécifié,Non spécifié,TECHNICIEN GENIE CIVIL,2025-04-03,,2025-05-02,2025
Établissement,Holding d'Aménagement Al Omrane,1,Non spécifié,Non spécifié,Avis de recrutement D’un (01) Conseiller Commercial (H/F) À la Société Al Omrane Souss Massa,2025-04-03,,,2025
Établissement,Société Royale d'Encouragement du Cheval (SOREC),1,Non spécifié,Non spécifié,Technicien Support IT,2025-04-03,,,2025
Établissement,Société Royale d'Encouragement du Cheval (SOREC),1,Non spécifié,Non spécifié,Technicien Support Audiovisuel,2025-04-03,,,2025
Établissement,Université Abdelmalek Essaâdi - Tétouan,28,"Enseignants chercheurs de médecine, de pharmacie et de medécine dentaire",Prof. de l'enseignement supérieur assistant grade A,Non spécifié,2025-04-03,,,2025
Établissement,Autorité de Contrôle des Assurances et de la Prévoyance Sociale,1,Non spécifié,Non spécifié,Chef de Projet Transformation Digitale et IA,2025-04-04,,,2025
Établissement,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de Fès,2,Non spécifié,Non spécifié,Cadre ayant un diplôme d’Ingénieur d’Etat en Electricité,2025-04-04,,2025-05-25,2025
Établissement,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de Fès,2,Non spécifié,Non spécifié,Cadre ayant un diplôme d’Ingénieur d’Etat en Génie Civil ou Hydraulique ou Environnement ou Rural,2025-04-04,,2025-05-25,2025
Établissement,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de Fès,2,Non spécifié,Non spécifié,...Cadre ayant un diplôme d’Ingénieur d’Etat ou diplôme d’Etat Master (Bac+5) en Informatique : Systèmes d'information,2025-04-04,,2025-05-25,2025
Établissement,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de Fès,1,Non spécifié,Non spécifié,...Cadre ayant un diplôme d’Ingénieur d’Etat ou diplôme d’Etat Master (Bac+5) en Informatique : Sécurité Informatique,2025-04-04,,2025-05-25,2025
Établissement,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de Fès,1,Non spécifié,Non spécifié,Cadre ayant un diplôme d’Etat Master ou Diplôme ENCG/ISCAE (Bac+5) en Comptabilité ou finance ou Gestion des Entreprises,2025-04-04,,2025-05-25,2025
Établissement,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de Fès,1,Non spécifié,Non spécifié,Cadre ayant un diplôme d’Etat Master (Bac+5) en Qualité Hygiène Sécurité Environnement,2025-04-04,,2025-05-25,2025
Établissement,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de Fès,1,Non spécifié,Non spécifié,Cadre ayant un diplôme d’Etat Master ou Diplôme ENCG/ISCAE (Bac+5) en Audit et/ou Contrôle de Gestion,2025-04-04,,2025-05-25,2025
Établissement,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de Fès,3,Non spécifié,Non spécifié,Agent de Maîtrise ayant un diplôme d’Etat (Bac+2) de Technicien Spécialisé ou DUT ou BTS en Electricité ou Electrotechnique ou Electronique ou Electromécanique,2025-04-04,,2025-05-25,2025
Établissement,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de Fès,5,Non spécifié,Non spécifié,Agent de Maîtrise ayant un diplôme d’Etat (Bac+2) de Technicien Spécialisé ou DUT ou BTS en Hydraulique ou Gestion et Maîtrise de l’Eau ou Environnement et Techniques de l’Eau,2025-04-04,,2025-05-25,2025
Établissement,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de Fès,2,Non spécifié,Non spécifié,Agent de Maîtrise ayant un diplôme d’Etat (Bac+2) de Technicien Spécialisé ou DUT ou BTS en Informatique,2025-04-04,,2025-05-25,2025
Établissement,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de Fès,2,Non spécifié,Non spécifié,Agent de Maîtrise ayant un diplôme d’Etat (Bac+2) de Technicien Spécialisé ou DUT ou BTS en Travaux Publics ou Génie Civil ou Gros Œuvres,2025-04-04,,2025-05-25,2025
Établissement,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de Fès,4,Non spécifié,Non spécifié,Agent de Maîtrise ayant un diplôme d’Etat (Bac+2) de Technicien Spécialisé ou DUT ou BTS ou DEUG en Gestion des Entreprises ou Comptabilité ou Economie et Gestion,2025-04-04,,2025-05-25,2025
Établissement,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de Fès,2,Non spécifié,Non spécifié,Agent d’exécution ayant un diplôme d’Etat (Niveau Bac+2) de Technicien en Electricité / Electricité des bâtiments / Electricité d'Installation / Electricité de maintenance industrielle,2025-04-04,,2025-05-25,2025
Établissement,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de Fès,6,Non spécifié,Non spécifié,Agent d’exécution ayant un Baccalauréat avec certificat ou attestation de connaissances en Informatique,2025-04-04,,2025-05-25,2025
Établissement,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de Fès,8,Non spécifié,Non spécifié,Agent d’exécution ayant un diplôme d’Etat de Qualification en Electricité ou Electricité d’Entretien Industriel ou Electromécanique ou Electricité d’Installation ou Ouvrier Qualifié en Electricité,2025-04-04,,2025-05-25,2025
Établissement,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de Fès,8,Non spécifié,Non spécifié,Agent d’exécution ayant un diplôme d’Etat de Qualification en Plomberie ou Installation Thermique et Sanitaire,2025-04-04,,2025-05-25,2025
Établissement,Université Ibn Zohr - Agadir,27,Non spécifié,Non spécifié,Maitres de Conférences au profit de la Faculté de Médecine et de Pharmacie d'Agadir,2025-04-07,,2025-05-26,2025
Établissement,Université Ibn Zohr - Agadir,11,Non spécifié,Non spécifié,Maitres de Conférences au profit de la Faculté de Médecine et de Pharmacie d'Agadir au profit de la Faculté de Médecine et de Pharmacie de Guelmim,2025-04-07,,2025-05-26,2025
Établissement,Bank Al-Maghrib,1,Non spécifié,Non spécifié,Chargé de modélisation,2025-04-07,,,2025
Établissement,Bank Al-Maghrib,5,Non spécifié,Non spécifié,Analyste risques du système financier,2025-04-07,,,2025
Établissement,Université Sidi Mohamed Ben Abdellah -Fès-,26,"Enseignants chercheurs de médecine, de pharmacie et de medécine dentaire",Prof. de l'enseignement supérieur assistant grade A,Non spécifié,2025-04-07,,2025-05-26,2025
Établissement,Université Sidi Mohamed Ben Abdellah -Fès-,2,"Enseignants chercheurs de médecine, de pharmacie et de medécine dentaire",Prof. de l'enseignement supérieur assistant grade A,Non spécifié,2025-04-07,,2025-05-15,2025
Établissement,Institut Royal de la Culture Amazighe (IRCAM),2,Administrateurs,Administrateur 2ème grade,Non spécifié,2025-04-07,,2025-06-12,2025
Établissement,Université Mohammed V,7,Non spécifié,Non spécifié,maîtres de conférences en médecine dentaire,2025-04-08,,2025-05-15,2025
Établissement,Bank Al-Maghrib,1,Non spécifié,Non spécifié,Intégrateur d'applications,2025-04-08,,,2025
Établissement,Université Ibn Zohr - Agadir,2,Non spécifié,Non spécifié,Professeurs Agrégés au profit de la Faculté de Médecine et de Pharmacie d'Agadir,2025-04-08,,2025-05-28,2025
Établissement,Agence Régionale d'exécution des projets région de Fès - Meknès,1,Non spécifié,Non spécifié,Ingénieur chargé du suivi des projets hydrauliques,2025-04-08,,,2025
Établissement,Atlas Multiservices,3,Non spécifié,Non spécifié,Gestionnaire RH (Agent de maitrise),2025-04-08,,,2025
Établissement,Atlas Multiservices,1,Non spécifié,Non spécifié,Gestionnaire technique (Agent de maitrise),2025-04-08,,,2025
Établissement,Agence Régionale d''exécution des projets région de Marrakech Safi,1,Non spécifié,Non spécifié,Technicien chargé des moyens généraux (contractuel),2025-04-08,,2025-05-13,2025
Établissement,Agence Régionale d''exécution des projets région de Marrakech Safi,2,Non spécifié,Non spécifié,Technicien chargé des études techniques (contractuel),2025-04-08,,2025-05-13,2025
Établissement,Holding d'Aménagement Al Omrane,1,Non spécifié,Non spécifié,Avis de recrutement au poste d' Agent Commercial (MOS) À la Société Al Omrane Casablanca - Settat,2025-04-09,,,2025
Établissement,Holding d'Aménagement Al Omrane,2,Non spécifié,Non spécifié,Avis de recrutement (02) INGENIEURS DEVELOPPEMENT SI (H/F) HOLDING AL OMRANE -RABAT-,2025-04-09,,,2025
Établissement,Université Hassan II - Casablanca,8,Non spécifié,Non spécifié,Maitre de conférence au profit de la faculté de Médecine à Beni Mellal,2025-04-09,,2025-05-26,2025
Établissement,Holding d'Aménagement Al Omrane,1,Non spécifié,Non spécifié,AVIS DE RECRUTEMENT (01) CONSEILLER COMMERCIAL (H/F) SOCIETE AL OMRANE BENI MELLAL-KHENIFRA,2025-04-09,,,2025
Établissement,Holding d'Aménagement Al Omrane,1,Non spécifié,Non spécifié,AVIS DE RECRUTEMENT (01) CADREE JURISTE (H/F) SOCIETE AL OMRANE BENI MELLAL-KHENIFRA,2025-04-09,,,2025
Établissement,Société Nationales des Transports et de Logistique (SNTL),1,Non spécifié,Non spécifié,Cadre RH,2025-04-10,,,2025
Établissement,Société Nationales des Transports et de Logistique (SNTL),1,Non spécifié,Non spécifié,Cadre contrôleur de gestion,2025-04-10,,,2025
Établissement,Société Nationales des Transports et de Logistique (SNTL),1,Non spécifié,Non spécifié,Cadre en Marketing,2025-04-10,,,2025
Établissement,Société Nationales des Transports et de Logistique (SNTL),1,Non spécifié,Non spécifié,Cadre analyste financier,2025-04-10,,,2025
Établissement,Groupement Sanitaire Territorial de la Région Tanger – Tétouan – Al Hoceima,1,Ingénieurs et architectes,Ingénieur d'Etat 1er grade,Non spécifié,2025-04-10,,2025-05-11,2025
Établissement,Groupement Sanitaire Territorial de la Région Tanger – Tétouan – Al Hoceima,1,"Médecins, pharmaciens et chirurgiens dentistes",Pharmacien premier grade,Non spécifié,2025-04-10,,2025-05-11,2025
Établissement,Groupement Sanitaire Territorial de la Région Tanger – Tétouan – Al Hoceima,5,Administrateurs,Administrateur 3ème grade,Non spécifié,2025-04-10,,2025-05-11,2025
Établissement,Groupement Sanitaire Territorial de la Région Tanger – Tétouan – Al Hoceima,5,Administrateurs,Administrateur 2ème grade,Non spécifié,2025-04-10,,2025-05-11,2025
Établissement,Groupement Sanitaire Territorial de la Région Tanger – Tétouan – Al Hoceima,14,Techniciens,Technicien de 3ème grade,Non spécifié,2025-04-10,,2025-05-11,2025
Établissement,Groupement Sanitaire Territorial de la Région Tanger – Tétouan – Al Hoceima,3,Infirmiers et assistants médicaux,Assistant médical,Non spécifié,2025-04-10,,2025-05-11,2025
Établissement,Société de développement local Tanger Tétouan Travaux de Distribution (SDL 3TD),1,Non spécifié,Non spécifié,INGENIEUR D'ETAT EN HYDRAULIQUE ET EN ASSAINISSEMENT LIQUIDE,2025-04-10,,2025-05-19,2025
Établissement,Société de développement local Tanger Tétouan Travaux de Distribution (SDL 3TD),1,Non spécifié,Non spécifié,INGENIEUR D'ETAT EN ELECTRICITE,2025-04-10,,2025-05-20,2025
Établissement,Société de développement local Tanger Tétouan Travaux de Distribution (SDL 3TD),1,Non spécifié,Non spécifié,TECHNICIEN SPECIALISE EN ELECTRICITE,2025-04-10,,2025-05-20,2025
Établissement,Société de développement local Tanger Tétouan Travaux de Distribution (SDL 3TD),3,Non spécifié,Non spécifié,TECHNICIEN SPECIALISE EN EAU ET ASSAINISSEMENT,2025-04-10,,2025-05-19,2025
Établissement,Laboratoire Public des Essais et des Etudes (LPEE),22,Non spécifié,Non spécifié,Ingénieur Génie Civil,2025-04-10,,,2025
Établissement,Holding d'Aménagement Al Omrane,2,Non spécifié,Non spécifié,AVIS DE RECRUTEMENT (02) CHEFS DE PROJETS (H/F) À LA SOCIETE AL OMRANE TANGER TETOUAN AL HOCEIMA,2025-04-11,,,2025
Établissement,SNTL SUPPLY CHAIN,1,Non spécifié,Non spécifié,Technicien Informatique,2025-04-11,,2025-05-06,2025
Établissement,Centre Régional d'Investissement de la région de l'Oriental,1,Non spécifié,Non spécifié,CADRE AU SERVICE VEILLE ECONOMIQUE ET INTELLIGENCE TERRITORIALE,2025-04-11,,,2025
Établissement,Office de la Formation Professionnelle et de la Promotion du Travail,1,Non spécifié,Non spécifié,(Formateur en Génie Industriel- Centre de Formation et d’Insertion Professionnelle Ouazzane (RH 22/2025,2025-04-11,,,2025
Établissement,Office de la Formation Professionnelle et de la Promotion du Travail,1,Non spécifié,Non spécifié,(Formateur en génie civil- Centre de Formation et d’Insertion Professionnelle Ouazzane (RH 23/2025,2025-04-11,,,2025
Établissement,Office de la Formation Professionnelle et de la Promotion du Travail,1,Non spécifié,Non spécifié,"(Formateur en Qualité, Hygiène, Sécurité et Environnement - Centre de Formation et d’Insertion Professionnelle Ouazzane (RH 24/2025",2025-04-11,,,2025
Établissement,Office de la Formation Professionnelle et de la Promotion du Travail,1,Non spécifié,Non spécifié,(Formateur en Froid et Génie Thermique - Centre de Formation et d’Insertion Professionnelle Larache (RH 25/2025,2025-04-11,,,2025
Établissement,Office de la Formation Professionnelle et de la Promotion du Travail,1,Non spécifié,Non spécifié,(Formateur « Aide éducateur en préscolaire » Centre de Formation et d’Insertion Professionnelle Larache (RH 26/2025,2025-04-11,,,2025
Établissement,Office de la Formation Professionnelle et de la Promotion du Travail,1,Non spécifié,Non spécifié,(Formateur en Arts de Table-Restauration-Centre de Formation et d’Insertion Professionnelle Larache (RH 27/2025,2025-04-11,,,2025
Établissement,Office de la Formation Professionnelle et de la Promotion du Travail,1,Non spécifié,Non spécifié,(Formateur Arts culinaires - Centre de Formation et d’Insertion Professionnelle Larache (RH 28/2025,2025-04-11,,,2025
Établissement,Autorité de Contrôle des Assurances et de la Prévoyance Sociale,1,Non spécifié,Non spécifié,Analyste Niveau 2,2025-04-11,,,2025
Établissement,Agence Régionale d'exécution des projets région de Rabat-Salé-Kénitra,1,Non spécifié,Non spécifié,Ingénieur Bâtiment,2025-04-11,,,2025
Établissement,Nador West Med,3,Non spécifié,Non spécifié,Cadre Chargé des Ressources Humaines,2025-04-14,,,2025
Établissement,Office National des Pêches,1,Non spécifié,Non spécifié,Cadre à la Division Gouvernance,2025-04-14,,,2025
Établissement,Office National des Pêches,1,Non spécifié,Non spécifié,Cadre à la Division Contrôle de Gestion,2025-04-14,,,2025
Établissement,Régie Autonome de Distribution d'Eau et d'Electricité à TAZA,2,Non spécifié,Non spécifié,"Ingénieur d’Etat en Environnement, Génie rural, Hydraulique, Génie civil (BPC)",2025-04-14,,,2025
Établissement,Régie Autonome de Distribution d'Eau et d'Electricité à TAZA,1,Non spécifié,Non spécifié,Cadre d’Exploitation de STEP diplômé d’une licence professionnelle (Bac+3) en Maintenance des installations et Exploitation des Usines et Réseaux d’Ea,2025-04-14,,,2025
Établissement,Régie Autonome de Distribution d'Eau et d'Electricité à TAZA,2,Non spécifié,Non spécifié,Technicien Spécialisé en Hydraulique ou en Gestion et Maitrise de l’eau ou en Environnement ou Techniques de l’Eau,2025-04-14,,,2025
Établissement,Régie Autonome de Distribution d'Eau et d'Electricité à TAZA,2,Non spécifié,Non spécifié,Technicien Spécialisé en Electromécanique des Systèmes automatisés,2025-04-14,,,2025
Établissement,Régie Autonome de Distribution d'Eau et d'Electricité à TAZA,3,Non spécifié,Non spécifié,Agent ayant un Baccalauréat avec une Attestation de Connaissance en Informatique,2025-04-14,,,2025
Établissement,Régie Autonome de Distribution d'Eau et d'Electricité à TAZA,3,Non spécifié,Non spécifié,Plombier,2025-04-14,,,2025
Établissement,Université Mohammed Premier - Oujda,16,Non spécifié,Non spécifié,Maitre de conférences au profit de la Faculté de Médecine et de Pharmacie Oujda.,2025-04-14,,2025-06-02,2025
Établissement,Société Royale d'Encouragement du Cheval (SOREC),1,Non spécifié,Non spécifié,Chargé de trésorerie (H/F),2025-04-15,,,2025
Établissement,Agence nationale des eaux et forêts,4,Techniciens,Technicien de 3ème grade,Non spécifié,2025-04-15,,,2025
Établissement,Agence Régionale d'exécution des projets région de Fès - Meknès,1,Non spécifié,Non spécifié,Cadre chargé de la gestion des Achats et Marchés,2025-04-15,,,2025
Établissement,Agence Régionale d'exécution des projets région de Fès - Meknès,1,Non spécifié,Non spécifié,Cadre chargé de la passation des Marchés Publics et actes d’ Achat,2025-04-15,,,2025
Établissement,Holding d'Aménagement Al Omrane,1,Non spécifié,Non spécifié,AVIS DE RECRUTEMENT (01) TECHNICIEN TOPOGRAHE (H/F) À LA SOCIETE AL OMRANE REGION DE L’ORIENTAL,2025-04-15,,,2025
Établissement,Atlas On Line /groupe RAM,12,Non spécifié,Non spécifié,TELECONSEILLER,2025-04-16,,,2025
Établissement,Holding d'Aménagement Al Omrane,2,Non spécifié,Non spécifié,Avis de recrutement (02) CHEFS DE PROJETS (H/F) À LA SOCIETE AL OMRANE AL JANOUB,2025-04-16,,,2025
Établissement,Holding d'Aménagement Al Omrane,2,Non spécifié,Non spécifié,Avis de recrutement (02) CHEF DE PROJETS (H/F) À LA SOCIETE AL OMRANE REGION DE L’ORIENTAL,2025-04-16,,,2025
Établissement,Bank Al-Maghrib,1,Non spécifié,Non spécifié,GERANT PORTEFEUILLE CONFIRME,2025-04-17,,,2025
Établissement,Bank Al-Maghrib,2,Non spécifié,Non spécifié,Chargé du contrôle interne DOMC,2025-04-17,,,2025
Établissement,Bank Al-Maghrib,1,Non spécifié,Non spécifié,CHARGE MAITRISE D'OUVRAGE,2025-04-17,,,2025
Établissement,Bank Al-Maghrib,1,Non spécifié,Non spécifié,ANALYSTE POLITIQUE MONETAIRE,2025-04-17,,,2025
Établissement,Bank Al-Maghrib,1,Non spécifié,Non spécifié,ANALYSTE MARCHES,2025-04-17,,,2025
Établissement,Bank Al-Maghrib,2,Non spécifié,Non spécifié,GESTIONNAIRE POST MARCHÉ,2025-04-17,,,2025
Établissement,Agence Régionale d''exécution des projets région de Marrakech Safi,1,Non spécifié,Non spécifié,- Ingénieur chargé de l'exécution des projets -infrastructure,2025-04-17,,2025-05-22,2025
Établissement,Bank Al-Maghrib,1,Non spécifié,Non spécifié,GESTIONNAIRE RISQUES MARCHES CONFIRME,2025-04-17,,,2025
Établissement,Bank Al-Maghrib,2,Non spécifié,Non spécifié,GESTIONNAIRE RISQUES MARCHES JUNIOR,2025-04-17,,,2025
Établissement,Agence Régionale d'exécution des projets région de Guelmim Oued-Noun,2,Techniciens,Technicien de 3ème grade,Non spécifié,2025-04-17,,,2025
Établissement,SONARGES,3,Non spécifié,Non spécifié,1Technicien fluide et 2 Agents Administratifs et Financiers,2025-04-17,,,2025
Établissement,SONARGES,3,Non spécifié,Non spécifié,Responsable Des Infrastructures Sportives-1 Cadre Technique-1 Agent Administratif Et Financier,2025-04-17,,,2025
Établissement,SONARGES,1,Non spécifié,Non spécifié,Ingénieur Fluide,2025-04-17,,,2025
Établissement,SONARGES,3,Non spécifié,Non spécifié,Cadre Chargé des Infrastructures Sportives-Cadre Technique-Technicien réseaux et systémes,2025-04-17,,,2025
Établissement,Agence Régionale d'exécution des projets région de Fès - Meknès,1,Non spécifié,Non spécifié,Cadre chargé des Affaires Administratives du Personnel,2025-04-18,,,2025
Établissement,Société Oujda Développement et Aménagement,1,Non spécifié,Non spécifié,Chargé du Pôle Technique,2025-04-18,,,2025
Établissement,Agence Régionale d''exécution des projets région de Marrakech Safi,1,Administrateurs,Administrateur 2ème grade,Non spécifié,2025-04-18,,2025-05-24,2025
Établissement,Agence Régionale d''exécution des projets région de Marrakech Safi,1,Non spécifié,Non spécifié,Technicien chargé d'accueil et du bureau d'ordre (contractue),2025-04-18,,2025-05-22,2025
Établissement,Agence Régionale d''exécution des projets région de Marrakech Safi,1,Adjoints techniques,Adjoint technique 2ème grade,Non spécifié,2025-04-18,,2025-05-24,2025
Établissement,Agence Régionale d''exécution des projets région de Marrakech Safi,2,Non spécifié,Non spécifié,Cadre chargé des Marchés Publics (contractuel),2025-04-18,,2025-05-14,2025
Établissement,Nouaceur Développement SA,1,Non spécifié,Non spécifié,Chef des Projets,2025-04-21,,,2025
Établissement,Nouaceur Développement SA,1,Non spécifié,Non spécifié,contrôleur de gestion,2025-04-21,,,2025
Établissement,Nouaceur Développement SA,1,Non spécifié,Non spécifié,Technicien paysagiste,2025-04-21,,,2025
Établissement,Centre Régional d'Investissement de la région de Laâyoune-Boujdou-Sakia Al Hamra,1,Non spécifié,Non spécifié,cadre préparation des travaux de la CRUI,2025-04-21,,,2025
Établissement,"Société de Développement Régional ""Oriental Services""",1,Non spécifié,Non spécifié,Comptable,2025-04-22,,,2025
Établissement,Centre Régional d'Investissement de la région Drâa Tafilalet,1,Non spécifié,Non spécifié,Cadre Digitalisation,2025-04-22,,,2025
Établissement,Centre Régional d'Investissement de la région Drâa Tafilalet,1,Non spécifié,Non spécifié,Cadre Suivi de l'exécution des conventions d'investissements et des décisions de la CRUI,2025-04-22,,,2025
Établissement,Centre Régional d'Investissement de la région Drâa Tafilalet,1,Non spécifié,Non spécifié,Cadre Préparation des travaux de la CRUI,2025-04-22,,,2025
Établissement,Centre Régional d'Investissement de la région Drâa Tafilalet,1,Non spécifié,Non spécifié,Cadre Promotion et attractivité territoriale,2025-04-22,,,2025
Établissement,Agence Régionale d'exécution des projets région de Casablanca-Settat,1,Non spécifié,Non spécifié,Cadre Etudes,2025-04-22,,,2025
Établissement,Atlas Multiservices,1,Non spécifié,Non spécifié,Infirmier,2025-04-22,,,2025
Établissement,Atlas Multiservices,2,Non spécifié,Non spécifié,Agent opérations,2025-04-22,,,2025
Établissement,Agence Nationale des Ports,1,Non spécifié,Non spécifié,Cadre Achats,2025-04-22,,,2025
Établissement,Agence Nationale des Ports,1,Non spécifié,Non spécifié,Agent Achats,2025-04-22,,,2025
Établissement,Agence Nationale des Ports,1,Non spécifié,Non spécifié,Agent de Capitainerie - Operateur VTS,2025-04-22,,,2025
Établissement,Agence Nationale des Ports,1,Non spécifié,Non spécifié,Officier de Port,2025-04-22,,,2025
Établissement,Laboratoire Public des Essais et des Etudes (LPEE),12,Non spécifié,Non spécifié,12 postes,2025-04-22,,,2025
Établissement,Agence Nationale des Ports,1,Non spécifié,Non spécifié,Cadre Ressources Humaines,2025-04-23,,,2025
Établissement,Agence Nationale des Ports,1,Non spécifié,Non spécifié,Technicien de maintenance,2025-04-23,,,2025
Établissement,Atlas On Line /groupe RAM,12,Non spécifié,Non spécifié,TELECONSEILLER,2025-04-23,,,2025
Établissement,Agence Nationale des Ports,2,Non spécifié,Non spécifié,Cadre Ressources Humaines,2025-04-23,,,2025
Établissement,Agence Nationale des Ports,1,Non spécifié,Non spécifié,Officier de Port,2025-04-23,,,2025
Établissement,Agence Nationale des Ports,2,Non spécifié,Non spécifié,Cadre Ressources Humaines,2025-04-23,,,2025
Établissement,Agence Nationale des Ports,2,Non spécifié,Non spécifié,Ingénieurs en Génie Civil,2025-04-23,,,2025
Établissement,Agence Nationale des Ports,2,Non spécifié,Non spécifié,Agents Ressources Humaines,2025-04-23,,,2025
Établissement,Agence Nationale des Ports,1,Non spécifié,Non spécifié,Agent en Régulation,2025-04-23,,,2025
Établissement,Agence Nationale des Ports,2,Non spécifié,Non spécifié,Agent Ressources Humaines,2025-04-23,,,2025
Établissement,Agence Nationale des Ports,1,Non spécifié,Non spécifié,Agent en Régulation,2025-04-23,,,2025
Établissement,Agence Nationale des Ports,1,Non spécifié,Non spécifié,Agent Ressources Humaines,2025-04-23,,,2025
Établissement,Agence Nationale des Ports,2,Non spécifié,Non spécifié,Cadre Gestionnaire en Régulation,2025-04-23,,,2025
Établissement,Holding d'Aménagement Al Omrane,3,Non spécifié,Non spécifié,Avis de recrutement (03) CHEF DE PROJETS (H/F) À LA SOCIETE AL OMRANE FES MEKNES,2025-04-23,,,2025
Établissement,Agence Nationale des Ports,1,Non spécifié,Non spécifié,Juriste,2025-04-24,,2025-10-15,2025
Établissement,Office National Des Aéroports,2,Non spécifié,Non spécifié,Ingénieur d’Etat en Electronique,2025-04-24,2025-05-09,,2025
Établissement,Office National Des Aéroports,5,Non spécifié,Non spécifié,Ingénieur d'Etat en Aviation Civile ou en Génie Industriel,2025-04-24,2025-05-09,,2025
Établissement,Office National Des Aéroports,3,Non spécifié,Non spécifié,Ingénieur d'Etat en Electromécanique,2025-04-24,2025-05-09,,2025
Établissement,Office National Des Aéroports,3,Non spécifié,Non spécifié,Ingénieur d'Etat en Génie Civil,2025-04-24,2025-05-09,,2025
Établissement,Office National Des Aéroports,5,Non spécifié,Non spécifié,Ingénieur d'Etat en Génie Electrique,2025-04-24,2025-05-09,,2025
Établissement,Office National Des Aéroports,2,Non spécifié,Non spécifié,Ingénieur d'Etat en Sciences Géomatique et/ou Ingénierie Topographique ou équivalent,2025-04-24,2025-05-09,,2025
